Symbol,Date,Open,High,Low,Close,Volume
ADDA.IDX,16-Feb-2017,24,24,-51,-46,0
ADDD.IDX,16-Feb-2017,2,2,-7,-4,0
ADDE.IDX,16-Feb-2017,415,436,-273,-62,0
ADDN.IDX,16-Feb-2017,436,436,-780,-314,0
ADDQ.IDX,16-Feb-2017,132,168,-874,-357,0
ADDS.IDX,16-Feb-2017,103,196,-62,196,0
ADDT.IDX,16-Feb-2017,592,592,-1667,-717,0
ADDV.IDX,16-Feb-2017,58,78,39,78,0
ADDX.IDX,16-Feb-2017,161,274,-9,274,0
ADR.IDX,16-Feb-2017,784.05,785.25,782.84,784.11,0
ADRA.IDX,16-Feb-2017,1.38,1.38,0.61,0.64,0
ADRD.IDX,16-Feb-2017,1.66,1.66,0.53,0.76,0
ADRE.IDX,16-Feb-2017,2.15,2.15,0.69,0.92,0
ADRN.IDX,16-Feb-2017,1.6,1.6,0.43,0.72,0
ADRQ.IDX,16-Feb-2017,1.15,1.18,0.44,0.73,0
ADRS.IDX,16-Feb-2017,1.27,1.34,0.91,1.27,0
ADRT.IDX,16-Feb-2017,1.35,1.35,0.45,0.72,0
ADRV.IDX,16-Feb-2017,1.35,1.35,1.11,1.2,0
ADRX.IDX,16-Feb-2017,1.29,1.33,0.99,1.24,0
ADVA.IDX,16-Feb-2017,86,100,82,85,48685600
ADVD.IDX,16-Feb-2017,5,15,5,13,1437200
ADVE.IDX,16-Feb-2017,774,817,614,799,677225000
ADVN.IDX,16-Feb-2017,1152,1152,609,842,1214856000
ADVQ.IDX,16-Feb-2017,1009,1079,707,992,768568900
ADVS.IDX,16-Feb-2017,482,916,482,916,172398400
ADVT.IDX,16-Feb-2017,2247,2301,1411,1919,2032110000
ADVV.IDX,16-Feb-2017,223,456,223,456,142844400
ADVX.IDX,16-Feb-2017,705,1372,705,1372,315242800
AEX.IDX,16-Feb-2017,494.82,495.84,492.93,493.98,0
AMZ.IDX,16-Feb-2017,339.16,339.2,334.6,334.77,0
ASHD.IDX,16-Feb-2017,74,983,74,924,0
ASHF.IDX,16-Feb-2017,10,394,-276,-133,0
ASHR.IDX,16-Feb-2017,1.13,1.95,0.71,0.85,0
ASHU.IDX,16-Feb-2017,84,824,84,791,0
ATX.IDX,16-Feb-2017,2807.62,2819.48,2795.83,2811.35,0
AVDA.IDX,16-Feb-2017,220.62,938.49,-2336.11,-1989.9,0
AVDD.IDX,16-Feb-2017,0.52,108.39,-55.22,94.44,0
AVDE.IDX,16-Feb-2017,2081.89,6301.73,-7264.75,6222.14,0
AVDS.IDX,16-Feb-2017,79.64,357.08,-5361.84,-4418.92,0
AVDV.IDX,16-Feb-2017,707.59,6441.54,707.59,6440.13,0
AVDX.IDX,16-Feb-2017,787.23,2021.21,-773.06,2021.21,0
AVLD.IDX,16-Feb-2017,0.36,613.4,0.36,587.14,0
AVLF.IDX,16-Feb-2017,1.61,60.86,-145.91,43.72,0
AVLR.IDX,16-Feb-2017,5.38,5.38,0.76,1.07,0
AVLU.IDX,16-Feb-2017,1.98,632.3,1.98,630.87,0
AVRA.IDX,16-Feb-2017,3.76,3.76,0.65,0.7,0
AVRD.IDX,16-Feb-2017,1.33,5.68,0.1,2.91,0
AVRE.IDX,16-Feb-2017,2.78,3.04,0.79,1.1,0
AVRN.IDX,16-Feb-2017,0.95,1.07,0.4,0.54,0
AVRQ.IDX,16-Feb-2017,1.73,2.11,0.59,0.76,0
AVRS.IDX,16-Feb-2017,1.08,1.22,0.66,0.79,0
AVRT.IDX,16-Feb-2017,1.24,1.4,0.48,0.61,0
AVRV.IDX,16-Feb-2017,1.74,2.14,1.5,1.82,0
AVRX.IDX,16-Feb-2017,1.41,1.41,0.96,1.06,0
AVVA.IDX,16-Feb-2017,3,49.86,3,48.68,0
AVVD.IDX,16-Feb-2017,0.02,1.43,0.02,1.43,0
AVVE.IDX,16-Feb-2017,32.48,677.22,32.48,677.22,0
AVVN.IDX,16-Feb-2017,50.55,1214.85,50.55,1214.85,0
AVVQ.IDX,16-Feb-2017,46.64,768.56,46.64,768.56,0
AVVS.IDX,16-Feb-2017,10.44,172.39,10.44,172.39,0
AVVT.IDX,16-Feb-2017,100.2,2032.11,100.2,2032.11,0
AVVV.IDX,16-Feb-2017,16.61,142.84,16.61,142.84,0
AVVX.IDX,16-Feb-2017,27.06,315.24,27.06,315.24,0
BANK.IDX,16-Feb-2017,3909.9,3922.02,3887.75,3920.17,0
BCMA.IDX,16-Feb-2017,2009,2051,1180,1693,0
BCMC.IDX,16-Feb-2017,100.05,100.12,99.93,100.12,0
BCMD.IDX,16-Feb-2017,1478,2761,1478,2306,0
BCME.IDX,16-Feb-2017,391,674,391,674,0
BCMF.IDX,16-Feb-2017,334,587,334,526,0
BCMG.IDX,16-Feb-2017,91,119,91,94,0
BCMM.IDX,16-Feb-2017,100.08,100.13,99.41,99.73,0
BCMU.IDX,16-Feb-2017,317,317,130,174,0
BDMA.IDX,16-Feb-2017,2326,2512,2326,2512,0
BDMC.IDX,16-Feb-2017,100.28,100.28,100.23,100.24,0
BDMD.IDX,16-Feb-2017,1327,1468,1327,1468,0
BDME.IDX,16-Feb-2017,478,736,478,736,0
BDMF.IDX,16-Feb-2017,280,438,280,438,0
BDMG.IDX,16-Feb-2017,57,118,57,118,0
BDMM.IDX,16-Feb-2017,100.5,100.5,100.45,100.45,0
BDMU.IDX,16-Feb-2017,151,193,151,193,0
BFMA.IDX,16-Feb-2017,2758,2991,2758,2991,0
BFMC.IDX,16-Feb-2017,100.28,100.28,100.23,100.24,0
BFMD.IDX,16-Feb-2017,911,1018,911,1018,0
BFME.IDX,16-Feb-2017,477,726,477,726,0
BFMF.IDX,16-Feb-2017,285,465,285,465,0
BFMG.IDX,16-Feb-2017,51,100,51,100,0
BFMM.IDX,16-Feb-2017,101.1,101.1,101.04,101.05,0
BFMU.IDX,16-Feb-2017,135,164,135,164,0
BFX.IDX,16-Feb-2017,3619.78,3628.05,3614.08,3619.27,0
BGMA.IDX,16-Feb-2017,950,1061,950,1061,0
BGMC.IDX,16-Feb-2017,100.11,100.11,100.04,100.05,0
BGMD.IDX,16-Feb-2017,2716,2936,2716,2936,0
BGME.IDX,16-Feb-2017,374,576,374,576,0
BGMF.IDX,16-Feb-2017,386,613,386,613,0
BGMG.IDX,16-Feb-2017,49,97,49,97,0
BGMM.IDX,16-Feb-2017,99.3,99.32,99.3,99.32,0
BGMU.IDX,16-Feb-2017,137,175,137,175,0
BJE.IDX,16-Feb-2017,172.99,174.5,169.78,171.79,0
BKNIF.IDX,16-Feb-2017,20243.25,20295.55,20088.2,20243.7,0
BKX.IDX,16-Feb-2017,96.65,96.84,95.79,96.46,0
BSESN.IDX,16-Feb-2017,28223.85,28327.84,28146.19,28301.27,0
BTK.IDX,16-Feb-2017,3469.56,3489.92,3395.52,3435.8,0
BTS.IDX,16-Feb-2017,3201.68,3201.68,3201.68,3201.68,0
BVSP.IDX,16-Feb-2017,67978.7734,68455.8516,67661.4219,67814.2422,0
BWH.IDX,16-Feb-2017,173.1,176.34,169.59,170.51,0
BXD.IDX,16-Feb-2017,289.57,289.71,289.04,289.55,0
BXM.IDX,16-Feb-2017,1253.23,1253.88,1252.89,1253.52,0
BXN.IDX,16-Feb-2017,516.68,516.73,516.2,516.66,0
BXR.IDX,16-Feb-2017,241.81,241.93,241.22,241.69,0
BXY.IDX,16-Feb-2017,1736.23,1737.28,1735.31,1736.62,0
BZJ.IDX,16-Feb-2017,61.22,61.35,60.5,60.55,0
CAC40.IDX,16-Feb-2017,4925.54,4928.25,4890.48,4899.46,0
CASE.IDX,16-Feb-2017,12448.4,12666.8,12448.4,12652,167811000
CELS.IDX,16-Feb-2017,219.25,220.17,217.53,218.31,0
CEX.IDX,16-Feb-2017,536.86,539.98,535.38,537.08,0
CIV.IDX,16-Feb-2017,18.86,19.2,18.5,18.79,0
CKG.IDX,16-Feb-2017,630.98,631.74,626.32,630.98,0
COMP.IDX,16-Feb-2017,5823.01,5835.15,5796.71,5814.9,0
CPH.IDX,16-Feb-2017,249.69,249.69,249.69,249.69,0
CPR.IDX,16-Feb-2017,2.74,2.76,2.69,2.72,87012
CVK.IDX,16-Feb-2017,572.65,573.33,567.5,570.75,0
CYM.IDX,16-Feb-2017,20.77,20.82,20.73,20.76,0
CZH.IDX,16-Feb-2017,278.51,278.95,277.15,277.53,0
DAX.IDX,16-Feb-2017,11778.99,11814.7,11728.38,11757.24,0
DCFD.IDX,16-Feb-2017,70.76,81.53,56.92,81.53,0
DCFI.IDX,16-Feb-2017,75.38,80,72.3,80,0
DCOF.IDX,16-Feb-2017,75.38,80,75.38,80,0
DCOH.IDX,16-Feb-2017,70.76,75.38,69.23,72.3,0
DCSE.IDX,16-Feb-2017,20665.17,20706.26,20562.68,20691.89,0
DCTH.IDX,16-Feb-2017,72.3,73.84,69.23,73.84,0
DCTW.IDX,16-Feb-2017,76.92,83.07,76.92,83.07,0
DDA.IDX,16-Feb-2017,12.64,13.22,12.11,12.29,0
DDB.IDX,16-Feb-2017,11,11.73,10.84,10.87,0
DDO.IDX,16-Feb-2017,90.06,90.06,90.06,90.06,0
DDX.IDX,16-Feb-2017,95.99,96.9,95.25,95.57,0
DECA.IDX,16-Feb-2017,62,133,62,131,68584600
DECD.IDX,16-Feb-2017,3,17,3,17,492800
DECE.IDX,16-Feb-2017,359,958,359,861,615003600
DECN.IDX,16-Feb-2017,716,1389,716,1156,2244425000
DECQ.IDX,16-Feb-2017,877,1581,877,1349,1010223000
DECS.IDX,16-Feb-2017,379,750,379,720,216587600
DECT.IDX,16-Feb-2017,1655,3078,1655,2636,3323233000
DECV.IDX,16-Feb-2017,165,392,165,378,78443100
DECX.IDX,16-Feb-2017,544,1111,544,1098,295030700
DFI.IDX,16-Feb-2017,3866.06,3885.48,3836.91,3885.06,0
DGE.IDX,16-Feb-2017,881.08,881.48,866.87,873.59,0
DHC.IDX,16-Feb-2017,5546.2,5563.99,5502.11,5550.05,0
DHD.IDX,16-Feb-2017,1906.87,1913.84,1895.13,1913.1,0
DIFD.IDX,16-Feb-2017,90,93.33,73.33,86.66,0
DIFI.IDX,16-Feb-2017,80,80,76.66,80,0
DIOF.IDX,16-Feb-2017,83.33,86.66,83.33,86.66,0
DIOH.IDX,16-Feb-2017,80,83.33,76.66,83.33,0
DITH.IDX,16-Feb-2017,80,83.33,76.66,83.33,0
DITW.IDX,16-Feb-2017,83.33,83.33,83.33,83.33,0
DIVD.IDX,16-Feb-2017,7.54,7.88,7.54,7.88,0
DIVQ.IDX,16-Feb-2017,1698.66,1707.72,1697.29,1701.83,0
DJC.IDX,16-Feb-2017,7184.01,7188.59,7150.32,7181.24,0
DJEC.IDX,16-Feb-2017,748.36,750.78,744.56,746.02,0
DJI.IDX,16-Feb-2017,20627.31,20639.87,20556.83,20619.77,0
DJT.IDX,16-Feb-2017,9521.79,9524.18,9420.09,9474.98,0
DJU.IDX,16-Feb-2017,665.57,670.89,664.96,670.89,0
DJWO.IDX,16-Feb-2017,343.6,344.17,343.11,343.82,0
DLTC.IDX,16-Feb-2017,1241.36,1245.99,1239.49,1242.32,0
DMT.IDX,16-Feb-2017,9512.92,9523.71,9420.71,9474.98,0
DOI.IDX,16-Feb-2017,3744.72,3744.72,3744.72,3744.72,0
DOWE.IDX,16-Feb-2017,1606.48,1610.97,1601.22,1609.01,0
DRCI.IDX,16-Feb-2017,253.66,256.44,253.62,254.97,0
DREI.IDX,16-Feb-2017,343.62,347.44,343.56,345.24,0
DRG.IDX,16-Feb-2017,504.34,504.85,500.78,504.06,0
DRO.IDX,16-Feb-2017,482.34,482.34,482.34,482.34,0
DSAE.IDX,16-Feb-2017,1066.6,1071.08,1061.96,1070.95,25708700
DSAF.IDX,16-Feb-2017,947.66,947.71,937.11,941.54,7423200
DSAG.IDX,16-Feb-2017,184.53,184.99,183.23,183.82,19295700
DSAI.IDX,16-Feb-2017,475.56,475.75,469.74,472.75,19602500
DSAL.IDX,16-Feb-2017,120.98,120.98,116.13,116.48,7038600
DSAM.IDX,16-Feb-2017,1144.72,1146,1138.77,1145.66,41560900
DSAP.IDX,16-Feb-2017,332.02,332.52,327.78,328.92,56839200
DSAR.IDX,16-Feb-2017,281.69,281.96,277.64,279.16,27315700
DSAS.IDX,16-Feb-2017,1053.76,1058.08,1049.77,1058,19107400
DSAT.IDX,16-Feb-2017,458.13,459.01,452.53,454.71,12448100
DSAU.IDX,16-Feb-2017,209.34,209.68,206.47,207.03,41067600
DSAV.IDX,16-Feb-2017,655.24,656.84,652.06,653.75,6574300
DSBC.IDX,16-Feb-2017,1282.67,1288.89,1279.56,1284.06,100475000
DSBD.IDX,16-Feb-2017,833.85,836.63,830,835.6,24816700
DSBE.IDX,16-Feb-2017,134.94,135.17,133.33,134,2710000
DSBK.IDX,16-Feb-2017,426.01,426.69,422.01,425.54,240081700
DSBM.IDX,16-Feb-2017,358.38,360.23,356.8,357.91,121053200
DSBS.IDX,16-Feb-2017,181.4,182.47,179.56,180.7,69357400
DSBT.IDX,16-Feb-2017,1744.88,1750.3,1720.4,1732.65,85772000
DSBV.IDX,16-Feb-2017,627.35,635.37,625.71,635.1,35703900
DSCA.IDX,16-Feb-2017,708.89,708.89,688.62,691.22,56547700
DSCC.IDX,16-Feb-2017,438.63,440.94,437.01,438.75,18942100
DSCE.IDX,16-Feb-2017,765.56,765.56,763.84,764.73,824000
DSCF.IDX,16-Feb-2017,246.61,247.29,243.13,244.17,55890900
DSCG.IDX,16-Feb-2017,1015.94,1016.81,1009.29,1011.07,167052200
DSCH.IDX,16-Feb-2017,578.03,581.08,575.86,577.62,51695700
DSCL.IDX,16-Feb-2017,42.18,42.37,41.94,42.08,4570600
DSCM.IDX,16-Feb-2017,510.54,512.98,505.36,512.68,45147600
DSCN.IDX,16-Feb-2017,659.98,661.75,655.59,660.92,32979900
DSCP.IDX,16-Feb-2017,357.75,360.47,357.75,359.6,19375900
DSCR.IDX,16-Feb-2017,1922.01,1925.82,1911,1916.62,69186100
DSCS.IDX,16-Feb-2017,1085.77,1088.23,1080.11,1083.91,45511500
DSCT.IDX,16-Feb-2017,967.11,979.26,967.11,972.41,92588900
DSCX.IDX,16-Feb-2017,846.66,852.1,843.21,845.21,32753600
DSCY.IDX,16-Feb-2017,808.89,809.92,804.89,806.61,546478300
DSDB.IDX,16-Feb-2017,1052.3,1068.38,1049.22,1062.85,1864800
DSDN.IDX,16-Feb-2017,368.85,370.57,367.05,370.51,6601300
DSDR.IDX,16-Feb-2017,642.08,645.71,639.66,644.71,71594500
DSDS.IDX,16-Feb-2017,306.05,307.78,304.19,307.68,3794600
DSDT.IDX,16-Feb-2017,82.12,82.99,82.12,82.59,5719600
DSDV.IDX,16-Feb-2017,151.83,152.56,151.27,151.67,17543700
DSEC.IDX,16-Feb-2017,311.02,311.76,308.83,310.54,10395800
DSEE.IDX,16-Feb-2017,346.53,346.82,342.95,345.01,29998300
DSEH.IDX,16-Feb-2017,92.55,93.05,92.42,92.99,508900
DSEN.IDX,16-Feb-2017,599.19,600.54,590.17,590.74,368789700
DSES.IDX,16-Feb-2017,140.84,141.71,139.15,140.02,7388200
DSEU.IDX,16-Feb-2017,232.04,233.67,231.92,233.66,61181900
DSFA.IDX,16-Feb-2017,314.81,316.05,313.75,315.48,24211100
DSFB.IDX,16-Feb-2017,573.61,575.02,568.33,572.27,124290700
DSFC.IDX,16-Feb-2017,178.97,179.99,178.57,179.86,66843300
DSFD.IDX,16-Feb-2017,336.48,338.31,335.67,337.39,38445400
DSFE.IDX,16-Feb-2017,521.06,522.02,516.78,519.77,19639800
DSFH.IDX,16-Feb-2017,404.86,406.46,399.88,402.36,6638900
DSFI.IDX,16-Feb-2017,790.8,791.46,783.93,787.62,116285200
DSFN.IDX,16-Feb-2017,526.37,527.49,524.08,526.78,612712300
DSFO.IDX,16-Feb-2017,403.82,404.87,396.27,397.13,88586800
DSFP.IDX,16-Feb-2017,558.75,560.2,548.3,549.49,88586800
DSFR.IDX,16-Feb-2017,164.21,164.83,161.7,163.3,1427400
DSFT.IDX,16-Feb-2017,1043.44,1043.98,1029.43,1032.2,13189700
DSFV.IDX,16-Feb-2017,558.95,559.72,554.08,557.71,0
DSGF.IDX,16-Feb-2017,886.52,887.27,878.83,882.96,116285200
DSGI.IDX,16-Feb-2017,523.06,524.74,522.31,524.69,55871900
DSGT.IDX,16-Feb-2017,904.05,905.48,897.13,898.98,189442300
DSGU.IDX,16-Feb-2017,273.94,275.54,273.32,275.5,6176400
DSHB.IDX,16-Feb-2017,593.71,595.58,586.79,587.44,10075900
DSHC.IDX,16-Feb-2017,782.58,782.92,775.52,781.07,305604400
DSHD.IDX,16-Feb-2017,320.23,321.53,317.31,318.18,5377200
DSHG.IDX,16-Feb-2017,624.28,625.34,621.66,622.59,38459600
DSHI.IDX,16-Feb-2017,297.14,298.26,293.57,295.13,9242000
DSHL.IDX,16-Feb-2017,121.18,122.3,120.49,120.61,20086300
DSHN.IDX,16-Feb-2017,729.45,731.29,726.96,729.33,16367400
DSHP.IDX,16-Feb-2017,1402.84,1403.8,1388.57,1401.02,58871500
DSHR.IDX,16-Feb-2017,1611.08,1612.23,1593.17,1600.36,19124500
DSHV.IDX,16-Feb-2017,473.66,473.73,466.1,472.92,8163200
DSIB.IDX,16-Feb-2017,254.17,256.05,253.74,255.94,3417000
DSID.IDX,16-Feb-2017,594.69,596.39,593.51,596.33,36496000
DSIF.IDX,16-Feb-2017,51.6,52.87,51.55,52.57,17384600
DSIG.IDX,16-Feb-2017,651.49,652.19,648.21,652.19,240559600
DSIL.IDX,16-Feb-2017,802.02,805.66,799.35,802.26,29737900
DSIM.IDX,16-Feb-2017,226.76,228.4,223.05,224.76,55914500
DSIN.IDX,16-Feb-2017,611.07,611.72,607.93,611.72,273539600
DSIO.IDX,16-Feb-2017,97.83,99.33,97.8,98.79,32156500
DSIP.IDX,16-Feb-2017,706.04,710.26,705.11,710.18,18808400
DSIQ.IDX,16-Feb-2017,1562.65,1564.25,1547.96,1555.98,38764300
DSIR.IDX,16-Feb-2017,547.23,550.03,546.48,549.91,74204100
DSIS.IDX,16-Feb-2017,383.57,385.44,383.13,385.4,53150100
DSIT.IDX,16-Feb-2017,859.4,860.06,849.79,857.07,37066000
DSIU.IDX,16-Feb-2017,216.78,217.53,215.51,217.47,4856100
DSIV.IDX,16-Feb-2017,470.33,473.02,469.66,472.87,11137700
DSIX.IDX,16-Feb-2017,497.21,500.33,496.57,500.22,44466200
DSLE.IDX,16-Feb-2017,528.77,530.3,525.98,527.79,24797000
DSLG.IDX,16-Feb-2017,1448.91,1472.53,1445.52,1454.48,11335500
DSLW.IDX,16-Feb-2017,935.48,937.34,930.21,933.3,0
DSMC.IDX,16-Feb-2017,1030.74,1030.78,1022.97,1030.23,108366800
DSME.IDX,16-Feb-2017,863.48,867.42,861.19,864.11,118389200
DSMF.IDX,16-Feb-2017,6.23,6.24,6.18,6.2,7515600
DSMG.IDX,16-Feb-2017,82.32,83.27,82.32,83.04,12015300
DSMR.IDX,16-Feb-2017,57.51,58.3,57.51,58.3,33866100
DSMS.IDX,16-Feb-2017,749.14,749.54,742.17,745.38,7934300
DSMT.IDX,16-Feb-2017,236.51,238.64,230.76,232.73,316000
DSMU.IDX,16-Feb-2017,177.53,180.27,177.14,180.16,16298600
DSNC.IDX,16-Feb-2017,588.86,589.78,585.67,587.42,375465500
DSNF.IDX,16-Feb-2017,205.07,206.54,200.79,201.59,24666600
DSNG.IDX,16-Feb-2017,720.26,721.35,716.86,719.76,194335400
DSNS.IDX,16-Feb-2017,1239.96,1245.49,1239.25,1243.86,71265600
DSOE.IDX,16-Feb-2017,103.56,104.34,102.71,102.94,1874800
DSOG.IDX,16-Feb-2017,616.98,618.49,607.65,608.31,228832400
DSOI.IDX,16-Feb-2017,519.9,521.42,512.6,513.14,92482200
DSOL.IDX,16-Feb-2017,571.28,572.51,563.18,564.03,24912600
DSOQ.IDX,16-Feb-2017,568.05,569.38,559.59,559.98,137061900
DSOS.IDX,16-Feb-2017,703.16,705.94,691.6,692.22,203919700
DSPB.IDX,16-Feb-2017,306.22,307.71,303.22,304.59,11339800
DSPC.IDX,16-Feb-2017,222.83,226.92,222.35,225.87,11296500
DSPG.IDX,16-Feb-2017,490.34,490.95,485.08,488.54,114228400
DSPL.IDX,16-Feb-2017,706.51,707.31,693.67,694.48,44579600
DSPM.IDX,16-Feb-2017,79.74,80.97,79.74,80.68,6484900
DSPN.IDX,16-Feb-2017,683.92,684.4,676.77,681.89,197237500
DSPP.IDX,16-Feb-2017,135.72,136.23,133.64,134.97,1427400
DSPR.IDX,16-Feb-2017,504.94,505.66,500.75,504.68,111465500
DSPT.IDX,16-Feb-2017,69.36,69.56,69.2,69.56,744000
DSRA.IDX,16-Feb-2017,789.01,789.84,773.78,776.31,43234400
DSRB.IDX,16-Feb-2017,1001.22,1004.07,999.06,1001.89,43704400
DSRD.IDX,16-Feb-2017,1148.85,1156.81,1142.96,1154.22,33149100
DSRE.IDX,16-Feb-2017,309.68,313.02,309.6,311.18,182141100
DSRH.IDX,16-Feb-2017,330.5,332.47,327.74,329.59,7897100
DSRI.IDX,16-Feb-2017,128.76,130.18,128.73,129.41,174244000
DSRL.IDX,16-Feb-2017,120.88,122.07,120.84,121.15,34135800
DSRN.IDX,16-Feb-2017,185.35,186.87,185.25,186.49,7369900
DSRP.IDX,16-Feb-2017,333.69,334.28,328.03,330.1,2324800
DSRQ.IDX,16-Feb-2017,127.92,127.92,126.61,127.13,8696300
DSRR.IDX,16-Feb-2017,1536.07,1540.87,1518.97,1536.96,23579800
DSRS.IDX,16-Feb-2017,1103.71,1105.65,1089.07,1091.55,47749800
DSRT.IDX,16-Feb-2017,882.65,884.24,878,879.81,261036900
DSRU.IDX,16-Feb-2017,1281.65,1282.92,1275.6,1278.96,34087000
DSSB.IDX,16-Feb-2017,1051.93,1052.11,1040.32,1046.08,29744700
DSSC.IDX,16-Feb-2017,2473.7,2479.75,2462.17,2477.62,192774400
DSSD.IDX,16-Feb-2017,568.85,576.47,567.02,576.05,30876600
DSSF.IDX,16-Feb-2017,211.98,212.31,210.16,211.23,52784000
DSSP.IDX,16-Feb-2017,157.35,157.95,156.38,157.54,6944900
DSSR.IDX,16-Feb-2017,177.48,179.55,177.46,178.23,40909600
DSST.IDX,16-Feb-2017,274.27,276.67,270.53,273.57,24209200
DSSV.IDX,16-Feb-2017,1653.9,1661.12,1650.76,1654.36,192875100
DSSW.IDX,16-Feb-2017,1423.18,1429.38,1417.44,1420.29,104065800
DSTB.IDX,16-Feb-2017,881.36,885.49,878.13,884.83,16850300
DSTC.IDX,16-Feb-2017,1353.26,1357.57,1350.04,1353.47,549299600
DSTK.IDX,16-Feb-2017,649.4,649.74,644.02,649.08,2103000
DSTL.IDX,16-Feb-2017,178.89,179.86,178.58,179.73,82467600
DSTP.IDX,16-Feb-2017,569.6,570.14,567.11,569.05,0
DSTQ.IDX,16-Feb-2017,1192.2,1194.42,1187.77,1192.27,356424400
DSTR.IDX,16-Feb-2017,124.87,125.13,123.52,124.35,3323500
DSTS.IDX,16-Feb-2017,258.67,259.05,253.95,256.32,3643900
DSTT.IDX,16-Feb-2017,621.41,624.26,617.79,619.44,29069800
DSTY.IDX,16-Feb-2017,793.93,797.69,790.74,794.13,21648100
DSUO.IDX,16-Feb-2017,252.88,255.89,252.58,255.88,23514600
DSUT.IDX,16-Feb-2017,245.5,247.57,245.37,247.57,84696600
DSVE.IDX,16-Feb-2017,232.32,233.95,232.2,233.95,61181900
DSVN.IDX,16-Feb-2017,329.39,332.97,328.6,332.97,2962400
DSWC.IDX,16-Feb-2017,332.91,335.58,332.01,333.45,15624300
DSWU.IDX,16-Feb-2017,1661.43,1676.85,1661.27,1671.77,1039600
DTCI.IDX,16-Feb-2017,1389.2,1405.26,1389.2,1397.2,0
DTEI.IDX,16-Feb-2017,1665.5,1684.93,1665.5,1674.27,0
DTFD.IDX,16-Feb-2017,80,80,30,65,0
DTFI.IDX,16-Feb-2017,85,85,70,75,0
DTFX.IDX,16-Feb-2017,118.3,119.02,118.29,118.94,0
DTOF.IDX,16-Feb-2017,75,75,75,75,0
DTOH.IDX,16-Feb-2017,80,80,80,80,0
DTTH.IDX,16-Feb-2017,90,90,80,85,0
DTTW.IDX,16-Feb-2017,85,85,80,80,0
DTWC.IDX,16-Feb-2017,15364.87,15370.15,15288.63,15354.44,0
DTWI.IDX,16-Feb-2017,43580.11,43639.33,43465.17,43596.83,0
DTWT.IDX,16-Feb-2017,14751.04,14751.04,14544.04,14628.63,0
DTWU.IDX,16-Feb-2017,2669.23,2695.29,2669.23,2695.28,0
DUBS.IDX,16-Feb-2017,89.11,89.15,88.46,88.48,0
DUFD.IDX,16-Feb-2017,20,93.33,20,93.33,0
DUFI.IDX,16-Feb-2017,53.33,86.66,53.33,86.66,0
DUOF.IDX,16-Feb-2017,60,73.33,60,73.33,0
DUOH.IDX,16-Feb-2017,40,53.33,40,40,0
DUSL.IDX,16-Feb-2017,493.2,493.55,491.13,492.9,0
DUSM.IDX,16-Feb-2017,919.06,920.99,914.41,916.93,0
DUSS.IDX,16-Feb-2017,970.11,972.12,963.49,967.83,0
DUTH.IDX,16-Feb-2017,33.33,40,33.33,40,0
DUTW.IDX,16-Feb-2017,53.33,86.66,53.33,86.66,0
DVAA.IDX,16-Feb-2017,22.7,22.7,22.7,22.7,0
DVAB.IDX,16-Feb-2017,49.06,49.06,49.04,49.04,0
DVCA.IDX,16-Feb-2017,0.79,68.58,0.79,68.58,0
DVCD.IDX,16-Feb-2017,0.01,0.69,0.01,0.49,0
DVCE.IDX,16-Feb-2017,11.66,615,11.66,615,0
DVCN.IDX,16-Feb-2017,53,2244.42,53,2244.42,0
DVCQ.IDX,16-Feb-2017,26.96,1010.22,26.96,1010.22,0
DVCS.IDX,16-Feb-2017,9.64,216.59,9.64,216.58,0
DVCT.IDX,16-Feb-2017,80.76,3323.23,80.76,3323.23,0
DVCV.IDX,16-Feb-2017,9.54,81.03,9.54,78.44,0
DVCX.IDX,16-Feb-2017,19.18,295.03,19.18,295.03,0
DVDE.IDX,16-Feb-2017,124.7,124.7,124.6,124.6,0
DVJN.IDX,16-Feb-2017,121.9,121.9,121.8,121.8,0
DVMR.IDX,16-Feb-2017,123.3,123.3,123.3,123.3,0
DVS.IDX,16-Feb-2017,78.8,81.1,78.8,81.1,0
DVST.IDX,16-Feb-2017,120.7,120.7,120.7,120.7,0
DWC.IDX,16-Feb-2017,22555.9492,24596.6738,22555.9492,24535.4336,0
DWCB.IDX,16-Feb-2017,5112.61,5121.81,5068.53,5111.18,0
DWE.IDX,16-Feb-2017,4538.59,4539.64,4450.14,4454.63,0
DWJ.IDX,16-Feb-2017,3962.71,3976.75,3959.76,3976.11,0
DWO.IDX,16-Feb-2017,1777.89,1778.22,1736.3,1741.13,0
DWR.IDX,16-Feb-2017,4712.1,4726.97,4666.68,4681.6,0
DWU.IDX,16-Feb-2017,3104.97,3119.14,3103.84,3117.51,0
DWY.IDX,16-Feb-2017,3284.03,3298.52,3275.87,3283,0
DXG.IDX,16-Feb-2017,4896.47,4896.47,4896.47,4896.47,0
DXS.IDX,16-Feb-2017,5074.09,5086.8,5046.01,5086.71,0
DXY.IDX,16-Feb-2017,101.05,101.07,100.41,100.5,0
DYH.IDX,16-Feb-2017,4182.25,4188.74,4155.2,4177.15,0
DYI.IDX,16-Feb-2017,3430.08,3433.07,3406.58,3420.3,0
DYO.IDX,16-Feb-2017,4382.33,4394.45,4351.57,4372.64,0
DZC.IDX,16-Feb-2017,6392.18,6420.33,6374.58,6395.05,0
DZE.IDX,16-Feb-2017,3801.13,3806.08,3773.99,3801.31,0
